id,type,initial_frame,detection_duration,lenght
2831,motorcycle,54184,8,72.0821533203125
2832,car,54189,55,135.8458251953125
2833,car,54220,47,159.39158630371094
2834,truck,54232,23,131.6287841796875
2835,train,54244,4,426.3817443847656
2836,train,54277,17,577.5760498046875
2837,car,54295,60,117.107177734375
2838,car,54315,48,147.6624755859375
2839,truck,54334,38,151.58253479003906
2840,car,54371,46,139.5670166015625
2841,car,54389,1,105.3011474609375
2842,truck,54392,36,234.55181884765625
2843,truck,54415,48,232.01564025878906
2844,car,54417,55,149.5675048828125
2845,car,54431,19,73.7850341796875
2846,car,54446,53,147.689208984375
2847,car,54456,59,163.12158203125
2848,truck,54471,1,246.0484619140625
2849,car,54474,18,113.61761474609375
2850,truck,54489,12,192.951171875
2851,truck,54503,15,148.9332275390625
2852,motorcycle,54507,1,51.0576171875
2853,car,54517,55,131.95220947265625
2854,car,54533,51,199.96575927734375
2855,car,54550,4,87.16064453125
2856,car,54568,56,140.977783203125
2857,truck,54570,24,188.38763427734375
2858,car,54587,51,173.7979736328125
2859,truck,54622,38,240.14947509765625
2860,car,54624,47,122.038330078125
2861,car,54631,1,79.7779541015625
2862,car,54650,45,131.8363037109375
2863,truck,54660,14,154.6619873046875
2864,truck,54678,24,223.58795166015625
2865,car,54718,49,127.5225830078125
2866,car,54718,2,75.688232421875
2867,truck,54733,11,206.64920043945312
2868,car,54736,57,120.83837890625
2869,truck,54753,22,267.26039123535156
2870,truck,54779,7,269.61865234375
2871,car,54796,33,105.404541015625
2872,car,54797,49,153.86297607421875
2873,car,54804,59,108.18310546875
2874,car,54817,35,173.44232177734375
2875,car,54833,46,146.50146484375
2876,car,54862,53,152.76513671875
2877,train,54880,15,345.51934814453125
2878,car,54884,5,72.821533203125
2879,truck,54910,3,270.7432861328125
2880,car,54914,43,144.180419921875
2881,car,54925,59,127.678955078125
2882,car,54972,52,132.92620849609375
2883,truck,55038,8,237.0174560546875
2884,truck,55039,34,337.833984375
2885,motorcycle,55076,8,70.9908447265625
2886,car,55088,60,119.5399169921875
2887,truck,55119,5,378.96234130859375
2888,train,55119,1,529.465087890625
2889,motorcycle,55148,2,59.1405029296875
2890,car,55152,21,131.55517578125
2891,bus,55152,1,288.7607421875
2892,car,55177,49,153.83143615722656
2893,car,55207,48,144.1021728515625
2894,car,55224,9,112.010986328125
2895,truck,55248,15,226.42637634277344
2896,truck,55262,37,152.44677734375
2897,car,55273,59,117.5892333984375
2898,truck,55300,28,147.0574951171875
2899,motorcycle,55350,1,59.7841796875
2900,train,55407,17,400.27471923828125
2901,truck,55446,4,346.285888671875
2902,car,55452,51,160.7508544921875
2903,train,55521,38,419.5511474609375
2904,truck,55570,18,189.01153564453125
2905,train,55597,16,413.19903564453125
2906,truck,55623,21,333.82415771484375
2907,truck,55723,13,185.50904846191406
2908,train,55749,18,414.61859130859375
2909,truck,55762,6,116.9554443359375
2910,truck,55799,21,263.26702880859375
2911,car,55806,47,135.17425537109375
2912,car,55815,47,127.7581787109375
2913,car,55818,52,184.89561462402344
2914,truck,55848,15,305.36114501953125
2915,car,55854,56,187.93548583984375
2916,car,55871,49,133.72802734375
2917,bus,55881,3,104.5010986328125
2918,car,55898,43,146.027099609375
2919,train,55937,5,403.6820373535156
2920,bus,55983,7,406.822509765625
2921,motorcycle,55987,1,58.6739501953125
2922,car,56001,43,116.8948974609375
2923,car,56017,52,137.3843994140625
2924,car,56059,44,174.12315368652344
2925,car,56081,51,136.72760009765625
2926,train,56123,21,431.85577392578125
2927,car,56130,1,81.81640625
2928,car,56172,41,140.27740478515625
2929,motorcycle,56179,1,73.43359375
2930,car,56179,1,109.048095703125
2931,car,56185,28,135.4300537109375
2932,car,56204,9,170.62774658203125
2933,truck,56226,3,197.74044799804688
2934,car,56270,54,133.83099365234375
2935,car,56317,51,140.22802734375
2936,car,56329,43,122.36602783203125
2937,train,56360,16,407.60418701171875
2938,train,56393,20,602.091064453125
2939,car,56419,38,115.6844482421875
2940,car,56442,53,131.461181640625
2941,car,56452,54,176.75341796875
2942,truck,56475,21,123.8736572265625
2943,car,56506,52,173.21588134765625
2944,car,56511,51,135.84326171875
2945,car,56529,20,141.191162109375
2946,bus,56545,1,295.6759033203125
2947,car,56551,23,109.06121826171875
2948,train,56557,8,411.7466735839844
2949,car,56583,11,204.1846923828125
2950,car,56591,55,124.4039306640625
2951,truck,56614,17,157.97093200683594
2952,car,56620,50,125.736572265625
2953,truck,56642,26,191.54066467285156
2954,truck,56652,3,180.51055908203125
2955,car,56685,24,163.30064392089844
2956,motorcycle,56688,3,63.95050048828125
2957,car,56694,57,161.57354736328125
2958,car,56750,10,157.1837158203125
2959,truck,56758,49,181.80548095703125
2960,truck,56794,50,281.293701171875
2961,car,56794,10,126.4527587890625
2962,motorcycle,56819,19,69.7613525390625
2963,motorcycle,56823,14,67.0706787109375
2964,train,56844,10,391.86328125
2965,car,56857,61,138.99322509765625
2966,car,56877,3,95.679443359375
2967,car,56900,43,140.4617919921875
2968,motorcycle,56909,8,96.414794921875
2969,car,56939,47,146.4796142578125
2970,car,56978,53,126.823974609375
2971,train,56990,41,413.9456481933594
2972,car,56991,1,86.8135986328125
2973,car,57009,1,72.194580078125
2974,train,57023,4,537.4552001953125
2975,car,57068,4,171.3031005859375
2976,car,57089,47,126.2781982421875
2977,truck,57093,8,142.099609375
2978,car,57103,43,178.94049072265625
2979,car,57117,43,143.25787353515625
2980,motorcycle,57145,5,66.14599609375
2981,car,57158,57,133.21875
2982,motorcycle,57158,1,61.7908935546875
2983,motorcycle,57163,1,60.31787109375
2984,truck,57170,8,144.5614013671875
2985,truck,57194,40,296.47544860839844
2986,car,57208,54,130.25408935546875
2987,truck,57231,17,125.40869140625
2988,train,57242,25,359.39794921875
2989,car,57262,38,118.3863525390625
2990,car,57310,32,148.32373046875
2991,car,57324,54,119.0810546875
2992,car,57365,40,124.8944091796875
2993,car,57399,16,147.1431884765625
2994,car,57425,57,183.5975341796875
2995,car,57440,41,131.666748046875
2996,car,57463,52,179.02122497558594
2997,car,57504,53,180.06617736816406
2998,truck,57517,2,181.58038330078125
2999,car,57532,37,130.9388427734375
3000,truck,57555,26,407.2372741699219
3001,truck,57563,2,516.0045166015625
3002,train,57592,2,474.7645263671875
3003,car,57598,49,170.49383544921875
3004,car,57623,48,153.7760009765625
3005,car,57643,47,158.54847717285156
3006,truck,57656,22,225.1455078125
3007,truck,57659,38,179.86639404296875
3008,car,57675,4,177.23333740234375
3009,car,57691,55,150.30743408203125
3010,car,57723,52,162.65528869628906
3011,car,57727,57,137.6292724609375
3012,truck,57737,46,199.69654846191406
3013,train,57757,40,309.4428405761719
3014,car,57775,64,153.30780029296875
3015,truck,57837,22,201.75343322753906
3016,truck,57847,9,176.56568908691406
3017,truck,57872,24,128.582275390625
3018,truck,57873,12,225.00927734375
3019,train,57885,4,289.56907653808594
3020,car,57951,58,147.42059326171875
3021,motorcycle,57960,13,79.711669921875
3022,train,57961,1,336.83258056640625
3023,car,57965,47,148.80296325683594
3024,car,57994,52,170.09918212890625
3025,car,58036,57,202.2659912109375
3026,car,58040,25,113.25634765625
3027,car,58050,54,131.10772705078125
3028,car,58074,51,149.70733642578125
3029,truck,58082,26,155.05364990234375
3030,car,58092,2,67.423583984375
3031,car,58114,59,149.75640869140625
3032,car,58138,47,148.8956298828125
3033,car,58152,44,150.3472900390625
3034,truck,58154,37,198.30718994140625
3035,train,58209,34,366.3709716796875
3036,car,58230,59,118.68157958984375
3037,car,58250,52,163.42535400390625
3038,car,58270,13,127.0789794921875
3039,car,58277,32,119.345458984375
3040,car,58295,56,153.93804931640625
3041,truck,58309,15,172.37701416015625
3042,car,58317,55,169.93994140625
3043,truck,58341,34,175.28953552246094
3044,truck,58358,31,425.83489990234375
3045,car,58383,2,66.186767578125
3046,car,58413,42,153.43341064453125
3047,car,58424,57,177.86289978027344
3048,car,58427,59,138.66107177734375
3049,car,58466,56,141.1842041015625
3050,car,58488,50,114.662841796875
3051,car,58503,48,130.7569580078125
3052,truck,58516,4,131.3564453125
3053,train,58523,23,401.39678955078125
3054,train,58570,8,580.82373046875
3055,car,58621,10,123.760498046875
3056,bus,58627,48,277.39715576171875
3057,car,58654,71,131.5294189453125
3058,car,58666,65,189.315673828125
3059,car,58669,64,145.330810546875
3060,truck,58681,4,331.3477783203125
3061,truck,58718,20,268.38037109375
3062,car,58734,61,132.67236328125
3063,car,58756,61,117.26318359375
3064,motorcycle,58764,1,62.598876953125
3065,truck,58789,1,403.7430419921875
3066,train,58821,12,296.72265625
3067,car,58835,75,145.525146484375
3068,car,58859,1,124.940185546875
3069,train,58874,19,402.9625244140625
3070,car,58893,1,96.6075439453125
3071,train,58919,11,575.624267578125
3072,car,58933,80,129.187255859375
3073,car,58947,63,170.4432373046875
3074,car,58975,13,32.167724609375
3075,car,58978,78,119.232666015625
3076,car,58994,68,144.38427734375
3077,car,58998,67,167.09918212890625
3078,car,59026,70,139.49188232421875
3079,car,59031,26,116.82525634765625
3080,car,59041,72,184.94854736328125
3081,truck,59055,41,170.494873046875
3082,truck,59072,29,276.04248046875
3083,car,59117,64,166.0823974609375
3084,car,59128,75,129.0821533203125
3085,car,59149,1,95.7684326171875
3086,truck,59156,47,170.11338806152344
3087,car,59161,71,177.730224609375
3088,car,59179,74,152.52610778808594
3089,car,59186,74,162.73193359375
3090,car,59214,76,137.292724609375
3091,car,59224,31,113.3734130859375
3092,car,59255,75,153.6273193359375
3093,car,59275,67,120.423583984375
3094,bus,59277,60,175.60389709472656
3095,car,59281,3,67.3046875
3096,car,59299,74,138.5159912109375
3097,truck,59328,8,146.0443115234375
3098,truck,59338,19,406.1544494628906
3099,train,59384,13,590.7615051269531
3100,car,59394,77,116.898193359375
3101,car,59419,69,179.9046630859375
3102,car,59435,77,118.55230712890625
3103,car,59450,81,127.075927734375
3104,car,59467,70,192.66624450683594
3105,truck,59476,35,164.1153564453125
3106,car,59496,82,132.6104736328125
3107,car,59510,66,158.95294189453125
3108,car,59523,82,153.52687072753906
3109,car,59545,54,134.2340087890625
3110,bus,59558,69,179.1943359375
3111,car,59580,1,75.74102783203125
3112,truck,59590,62,400.0714416503906
3113,train,59593,5,432.60870361328125
3114,car,59629,6,53.671142578125
3115,car,59648,82,128.16351318359375
3116,car,59670,79,115.7432861328125
3117,car,59675,67,153.32704162597656
3118,car,59685,82,182.45668029785156
3119,car,59727,54,135.214111328125
3120,car,59731,78,128.7236328125
3121,car,59781,11,107.5416259765625
3122,truck,59786,14,201.67140197753906
3123,truck,59802,5,398.8463134765625
3124,car,59813,5,106.6265869140625
3125,train,59858,9,532.8544921875
3126,train,59878,30,414.7048645019531
3127,car,59934,78,104.08056640625
3128,car,59953,27,162.1607666015625
3129,car,59957,52,171.79962158203125
3130,car,59975,1,77.10894775390625
3131,car,59998,51,112.89508056640625
3132,car,60016,71,144.17938232421875
3133,car,60025,71,177.7288818359375
3134,truck,60049,4,312.0509033203125
3135,car,60065,73,171.73797607421875
3136,car,60078,77,146.13580322265625
3137,car,60079,65,132.60345458984375
3138,car,60082,1,68.51416015625
3139,car,60118,60,144.2847900390625
3140,car,60134,88,129.68402099609375
3141,car,60142,67,209.45404052734375
3142,car,60176,70,136.5301513671875
3143,car,60186,60,148.33709716796875
3144,car,60219,105,120.8551025390625
3145,train,60220,29,402.82733154296875
3146,car,60263,83,154.92066955566406
3147,car,60290,31,118.3961181640625
3148,train,60305,24,401.7231750488281
3149,train,60364,16,578.1047668457031
3150,truck,60386,18,127.923583984375
3151,car,60401,81,155.06915283203125
3152,car,60423,32,113.17315673828125
3153,truck,60428,16,102.00634765625
3154,truck,60430,59,229.03639221191406
3155,car,60453,72,159.68255615234375
3156,car,60467,88,136.7862548828125
3157,car,60479,4,64.1533203125
3158,car,60496,3,219.63975524902344
3159,car,60499,70,173.117431640625
3160,car,60507,77,128.993896484375
3161,car,60507,1,118.252685546875
3162,motorcycle,60511,1,58.4744873046875
3163,motorcycle,60515,1,56.317138671875
3164,car,60540,39,106.106689453125
3165,car,60544,82,174.22930908203125
3166,car,60561,2,84.973388671875
3167,bus,60581,5,118.684814453125
3168,truck,60612,46,316.1256103515625
3169,car,60629,57,162.68194580078125
3170,car,60668,1,89.60205078125
3171,car,60675,75,141.07666015625
3172,car,60680,64,176.1070556640625
3173,car,60714,58,114.719482421875
3174,truck,60723,43,203.8302001953125
3175,truck,60742,52,405.646484375
3176,truck,60804,30,309.1456298828125
3177,motorcycle,60804,1,64.6221923828125
3178,car,60840,84,172.53199768066406
3179,car,60890,37,132.046142578125
3180,car,60896,65,148.007080078125
3181,car,60929,61,181.89691162109375
3182,car,60932,77,155.292724609375
3183,car,60939,1,102.3768310546875
3184,car,60948,92,132.153076171875
3185,car,60984,60,158.66932678222656
3186,motorcycle,60996,1,63.11474609375
3187,train,61016,1,479.0165100097656
3188,car,61016,1,49.5428466796875
3189,car,61034,64,176.01947021484375
3190,truck,61036,55,392.8377685546875
3191,motorcycle,61059,7,59.5965576171875
3192,car,61060,61,86.35964965820312
3193,truck,61073,11,264.93756103515625
3194,car,61099,60,94.41302490234375
3195,truck,61115,4,218.84375
3196,bus,61115,4,366.873291015625
3197,car,61117,37,163.95826721191406
3198,train,61156,50,401.42266845703125
3199,truck,61225,1,246.5198974609375
3200,car,61248,80,153.88392639160156
3201,car,61251,31,161.10919189453125
3202,car,61267,75,133.13232421875
3203,car,61301,6,129.56756591796875
3204,car,61305,1,100.904541015625
3205,train,61312,19,400.6839599609375
3206,train,61364,13,579.311767578125
3207,car,61377,55,157.36767578125
3208,truck,61400,29,342.04986572265625
3209,truck,61456,1,185.05615234375
3210,car,61477,71,145.16845703125
3211,car,61486,51,160.7431640625
3212,car,61489,36,113.85308837890625
3213,car,61507,77,143.2723388671875
3214,car,61522,73,175.04052734375
3215,car,61552,7,350.89080810546875
3216,car,61564,1,133.6768798828125
3217,car,61581,4,130.2379150390625
3218,car,61602,21,129.3685302734375
3219,car,61604,17,152.91204833984375
3220,car,61629,80,144.48248291015625
3221,car,61633,82,167.94366455078125
3222,car,61642,42,56.125
3223,car,61649,20,84.4066162109375
3224,bus,61685,1,149.926513671875
3225,bus,61703,31,172.151611328125
3226,bus,61704,18,129.0430908203125
3227,car,61742,31,128.38232421875
3228,car,61745,30,152.54258728027344
3229,car,61760,7,141.9530029296875
3230,car,61769,1,62.5489501953125
3231,car,61784,53,44.0635986328125
3232,car,61792,71,132.3175048828125
3233,car,61795,25,49.0247802734375
3234,car,61796,72,163.24961853027344
3235,car,61821,84,133.22283935546875
3236,car,61841,83,153.81011962890625
3237,train,61870,3,403.11497497558594
3238,truck,61899,1,118.28857421875
3239,truck,61914,3,214.365478515625
3240,car,61921,84,143.2657470703125
3241,truck,61941,1,81.210693359375
3242,truck,61946,19,128.3114013671875
3243,car,61961,84,150.1810302734375
3244,bus,61981,2,355.7304992675781
3245,truck,61985,1,113.994384765625
3246,car,61988,71,185.84442138671875
3247,car,62003,36,142.8931884765625
3248,train,62004,15,574.656005859375
3249,truck,62054,27,355.41603088378906
3250,truck,62131,10,198.21315002441406
3251,train,62157,20,750.812744140625
3252,train,62231,2,234.857666015625
3253,car,62246,66,176.67822265625
3254,car,62285,59,190.19342041015625
3255,bus,62287,16,346.0386962890625
3256,car,62330,15,63.8212890625
3257,truck,62331,21,239.6148681640625
3258,car,62332,50,138.6475830078125
3259,car,62373,54,188.0159912109375
3260,truck,62396,6,214.62013244628906
3261,car,62412,51,193.45294189453125
3262,car,62435,9,135.0677490234375
3263,car,62443,49,179.00323486328125
3264,truck,62445,1,138.887939453125
3265,truck,62465,17,400.154052734375
3266,train,62469,53,447.2579345703125
3267,truck,62474,42,502.22198486328125
3268,car,62556,80,130.68896484375
3269,car,62615,52,173.127197265625
3270,train,62622,7,452.78485107421875
3271,train,62698,38,404.42559814453125
3272,car,62703,27,239.6119384765625
3273,car,62717,76,80.60052490234375
3274,car,62741,56,121.9088134765625
3275,car,62761,10,89.3192138671875
3276,truck,62767,31,228.3819580078125
3277,bus,62791,5,409.0491638183594
3278,bus,62812,9,206.47967529296875
3279,car,62862,1,89.2177734375
3280,truck,62864,3,144.992919921875
3281,car,62870,52,166.2225341796875
3282,car,62899,30,138.10845947265625
3283,truck,62913,59,364.8865966796875
3284,truck,62940,13,352.4498291015625
3285,car,62980,13,120.3758544921875
3286,car,62984,52,192.85845947265625
3287,car,63021,88,115.9361572265625
3288,car,63045,61,163.0452880859375
3289,car,63079,4,72.2249755859375
3290,train,63083,42,400.3724365234375
3291,truck,63163,53,249.93890380859375
3292,car,63178,24,111.6749267578125
3293,car,63196,2,79.2646484375
3294,car,63205,73,138.7222900390625
3295,car,63209,57,196.19354248046875
3296,car,63218,55,143.2034912109375
3297,car,63253,3,150.957763671875
3298,motorcycle,63270,5,58.8043212890625
3299,car,63272,53,39.4765625
3300,car,63276,57,179.97483825683594
3301,car,63292,72,158.19435119628906
3302,car,63295,2,40.0428466796875
3303,bus,63300,12,128.5545654296875
3304,car,63332,15,94.5450439453125
3305,car,63333,54,170.57269287109375
3306,car,63346,7,80.91455078125
3307,car,63370,62,147.422119140625
3308,train,63389,41,369.66534423828125
3309,car,63414,36,118.3753662109375
3310,car,63421,14,155.08843994140625
3311,truck,63442,22,124.0380859375
3312,truck,63447,1,177.031982421875
3313,truck,63467,1,95.5120849609375
3314,truck,63468,7,146.75830078125
3315,bus,63478,57,229.56382751464844
3316,truck,63547,44,387.58782958984375
3317,truck,63574,14,158.69281005859375
3318,car,63621,67,136.9869384765625
3319,car,63636,52,208.9075927734375
3320,truck,63647,43,328.12213134765625
3321,car,63666,65,117.5087890625
3322,car,63684,47,164.20794677734375
3323,truck,63700,19,229.21237182617188
3324,truck,63728,7,316.468994140625
3325,car,63770,57,167.65406799316406
3326,car,63783,55,145.44219970703125
3327,car,63790,67,122.1448974609375
3328,bus,63816,56,409.2349853515625
3329,car,63865,60,158.42543029785156
3330,car,63882,58,125.173828125
3331,car,63898,61,162.8681640625
3332,car,63915,20,119.353515625
3333,car,63919,65,136.105224609375
3334,car,63940,63,171.986328125
3335,motorcycle,63962,3,56.3443603515625
3336,train,64000,24,365.44451904296875
3337,train,64051,13,406.1396484375
3338,train,64068,6,260.06756591796875
3339,car,64093,52,159.94786071777344
3340,car,64111,54,142.2218017578125
3341,car,64128,55,151.30482482910156
3342,car,64144,13,121.51123046875
3343,truck,64159,9,358.5264892578125
3344,truck,64166,4,337.005126953125
3345,car,64172,59,168.26123046875
3346,motorcycle,64184,61,60.5570068359375
3347,motorcycle,64189,2,58.511474609375
3348,car,64208,60,171.89337158203125
3349,train,64248,3,260.10443115234375
3350,car,64266,16,115.2532958984375
3351,train,64280,13,423.6419982910156
3352,car,64326,2,254.17529296875
3353,car,64335,74,149.22357177734375
3354,car,64349,55,168.5997314453125
3355,car,64353,58,131.44476318359375
3356,car,64380,61,152.54345703125
3357,truck,64407,2,406.3196105957031
3358,train,64408,30,421.3808288574219
3359,truck,64436,1,582.5224609375
3360,car,64458,34,127.40155029296875
3361,truck,64472,23,258.814208984375
3362,truck,64508,13,261.4083251953125
3363,truck,64513,16,309.053955078125
3364,car,64535,63,121.89874267578125
3365,car,64564,51,159.55804443359375
3366,car,64574,44,131.7464599609375
3367,train,64577,1,446.8424072265625
3368,train,64595,18,408.897705078125
3369,car,64615,30,130.8935546875
3370,train,64625,11,318.40350341796875
3371,train,64662,5,238.5701904296875
3372,car,64693,13,193.2362060546875
3373,car,64722,42,134.94189453125
3374,car,64740,1,112.045166015625
3375,car,64749,51,182.6431884765625
3376,car,64753,47,135.0343017578125
3377,train,64768,12,407.59130859375
3378,truck,64803,4,348.2647705078125
3379,truck,64812,6,281.50587463378906
3380,car,64832,55,44.63671875
3381,car,64839,63,149.05859375
3382,car,64849,75,125.9718017578125
3383,train,64851,2,174.5206298828125
3384,truck,64874,3,135.35888671875
3385,car,64897,72,169.904296875
3386,car,64898,43,176.94020080566406
3387,car,64917,40,83.783935546875
3388,truck,64945,40,130.945556640625
3389,car,64946,43,156.86155700683594
3390,car,64955,22,181.49603271484375
3391,car,64979,55,104.4517822265625
3392,car,65010,70,127.334716796875
3393,car,65023,43,153.8192138671875
3394,truck,65035,10,236.55349731445312
3395,train,65058,23,488.1492614746094
3396,car,65061,43,178.278076171875
3397,truck,65117,47,332.6064453125
3398,car,65119,48,180.40869140625
3399,car,65142,58,143.50457763671875
3400,car,65183,23,158.654541015625
3401,motorcycle,65189,3,63.5338134765625
3402,car,65199,62,128.77557373046875
3403,motorcycle,65240,1,53.5660400390625
3404,truck,65245,23,149.417724609375
3405,truck,65250,18,148.60986328125
3406,car,65309,36,112.3756103515625
3407,car,65309,68,147.56048583984375
3408,car,65341,64,153.81227111816406
3409,car,65354,48,184.20326232910156
3410,car,65358,64,170.70208740234375
3411,car,65401,50,185.93511962890625
3412,truck,65404,13,156.36976623535156
3413,car,65428,10,91.699951171875
3414,truck,65457,41,411.05462646484375
3415,bus,65511,7,144.6064453125
3416,car,65524,58,160.56781005859375
3417,car,65524,35,90.51806640625
3418,car,65535,30,188.24639892578125
3419,car,65559,56,193.1455078125
3420,car,65571,8,80.33935546875
3421,car,65585,28,147.632080078125
3422,car,65590,3,107.195556640625
3423,car,65602,1,54.8126220703125
3424,car,65618,1,57.94659423828125
3425,car,65622,14,59.835693359375
3426,truck,65628,12,203.53077697753906
3427,truck,65662,20,146.690673828125
3428,car,65688,48,159.2264404296875
3429,car,65711,20,134.5802001953125
3430,truck,65731,35,285.23902893066406
3431,truck,65757,61,337.8274841308594
3432,car,65789,58,188.1591796875
3433,car,65795,52,116.26995849609375
3434,car,65803,48,156.24493408203125
3435,car,65841,60,172.43963623046875
3436,train,65845,2,248.44091796875
3437,car,65848,19,133.06427001953125
3438,car,65854,56,153.9443359375
3439,truck,65888,64,407.15142822265625
3440,car,65889,59,212.60792541503906
3441,motorcycle,65950,1,56.60693359375
3442,car,65970,15,124.43707275390625
3443,truck,65975,62,320.366455078125
3444,car,65978,42,155.21807861328125
3445,car,66002,71,150.5899658203125
3446,car,66028,26,175.9884033203125
3447,truck,66042,1,178.2801513671875
3448,car,66051,60,136.524658203125
3449,train,66062,14,553.3419189453125
3450,motorcycle,66066,4,77.9365234375
3451,bus,66081,40,186.02069091796875
3452,car,66097,53,131.8741455078125
3453,car,66114,1,151.749267578125
3454,car,66127,15,142.38623046875
3455,car,66137,54,138.398193359375
3456,truck,66143,25,193.88526916503906
3457,car,66149,43,182.697265625
3458,truck,66185,2,144.897216796875
3459,train,66192,9,417.56976318359375
3460,car,66193,23,147.78680419921875
3461,car,66218,50,151.8299560546875
3462,truck,66276,12,206.493408203125
3463,truck,66316,7,161.62750244140625
3464,truck,66373,5,206.08203125
3465,car,66406,36,138.421875
3466,car,66411,44,198.66871643066406
3467,car,66463,54,192.61541748046875
3468,car,66466,1,79.1748046875
3469,car,66491,50,137.75250244140625
3470,train,66498,6,409.0821228027344
3471,car,66523,32,135.116455078125
3472,car,66526,48,156.1561279296875
3473,train,66529,2,289.197998046875
3474,car,66559,44,132.9959716796875
3475,car,66581,40,154.03533935546875
3476,truck,66614,3,191.80006408691406
3477,car,66631,33,170.710693359375
3478,car,66638,8,169.1297607421875
3479,car,66644,37,140.1689453125
3480,car,66674,16,144.0567626953125
3481,truck,66681,1,216.7686767578125
3482,car,66709,21,136.6923828125
3483,car,66712,29,83.009521484375
3484,truck,66720,38,266.4337158203125
3485,truck,66745,52,288.05657958984375
3486,truck,66747,4,97.7003173828125
3487,car,66790,38,159.99981689453125
3488,motorcycle,66804,4,64.286376953125
3489,motorcycle,66834,4,62.257568359375
3490,car,66844,57,146.87255859375
3491,truck,66844,5,195.83741760253906
3492,car,66905,52,174.30914306640625
3493,car,66915,20,146.999755859375
3494,truck,66944,2,145.86178588867188
3495,truck,66980,24,296.32666015625
3496,car,67010,9,173.39210510253906
3497,train,67029,2,463.57615661621094
3498,car,67031,33,170.39471435546875
3499,car,67050,1,122.78057861328125
3500,truck,67053,3,117.3800048828125
3501,car,67057,7,116.7176513671875
3502,car,67060,1,58.3726806640625
3503,car,67072,45,173.34800720214844
3504,car,67078,63,182.59332275390625
3505,car,67086,1,86.646484375
3506,car,67098,3,74.153564453125
3507,train,67100,29,448.0655212402344
3508,car,67110,58,138.775390625
3509,car,67139,12,159.73191833496094
3510,car,67180,34,168.44117736816406
3511,car,67195,1,91.91845703125
3512,car,67217,5,96.582275390625
3513,truck,67221,41,421.46380615234375
3514,car,67233,8,43.49462890625
3515,car,67265,38,181.7132568359375
3516,car,67284,66,114.94287109375
3517,car,67320,56,150.814453125
3518,car,67354,51,127.86962890625
3519,car,67366,36,133.066650390625
3520,car,67416,47,147.9649658203125
3521,truck,67446,18,155.9837646484375
3522,car,67450,18,127.8753662109375
3523,truck,67474,1,131.538818359375
3524,car,67492,4,128.174560546875
3525,truck,67509,3,156.7191162109375
3526,car,67519,2,103.9931640625
3527,car,67521,10,152.876220703125
3528,car,67557,2,101.833740234375
3529,car,67559,44,166.76121520996094
3530,car,67560,44,129.4114990234375
3531,motorcycle,67582,2,62.5799560546875
3532,car,67587,30,124.9034423828125
3533,train,67622,35,405.3924865722656
3534,car,67684,22,163.33668518066406
3535,car,67693,17,116.805419921875
3536,car,67699,2,143.17526245117188
3537,motorcycle,67710,1,61.85546875
3538,motorcycle,67713,1,59.60107421875
3539,car,67726,44,284.28179931640625
3540,car,67741,4,74.30908203125
3541,car,67751,32,141.09771728515625
3542,truck,67771,33,298.0640869140625
3543,car,67795,57,149.64385986328125
3544,car,67834,43,131.5845947265625
3545,car,67844,6,121.61474609375
3546,car,67852,47,146.469970703125
3547,truck,67867,11,146.8748779296875
3548,car,67871,5,88.63671875
3549,car,67876,17,120.995849609375
3550,car,67880,58,154.25006103515625
3551,car,67910,56,171.58648681640625
3552,bus,67927,3,131.45123291015625
3553,motorcycle,67932,4,60.237548828125
3554,car,67967,31,127.283447265625
3555,bus,67979,32,343.6197509765625
3556,car,68045,30,130.6451416015625
3557,motorcycle,68057,1,67.6065673828125
3558,motorcycle,68064,1,61.040557861328125
3559,car,68082,62,132.56005859375
3560,car,68135,27,117.6240234375
3561,truck,68181,7,446.5616149902344
3562,truck,68187,2,550.88916015625
3563,truck,68218,5,530.2430419921875
3564,car,68220,61,147.47576904296875
3565,car,68255,60,132.0087890625
3566,car,68258,29,130.89251708984375
3567,truck,68275,23,406.3912048339844
3568,car,68328,36,126.09173583984375
3569,car,68332,35,155.57586669921875
3570,car,68336,54,187.44065856933594
3571,car,68378,35,136.18182373046875
3572,car,68379,19,127.755859375
3573,truck,68396,7,226.38421630859375
3574,car,68446,27,131.462890625
3575,car,68447,47,175.512451171875
3576,car,68460,1,167.5672607421875
3577,car,68477,62,135.85943603515625
3578,car,68498,54,195.04644775390625
3579,car,68520,18,171.5997314453125
3580,car,68531,18,107.379150390625
3581,truck,68557,1,80.8857421875
3582,car,68564,33,128.900390625
3583,truck,68577,6,122.996337890625
3584,car,68589,55,170.64013671875
3585,car,68618,56,140.9610595703125
3586,car,68620,57,174.21636962890625
3587,car,68627,1,124.646240234375
3588,car,68649,56,145.10325622558594
3589,car,68660,32,131.1341552734375
3590,car,68662,3,89.848388671875
3591,truck,68664,50,296.06982421875
3592,truck,68708,16,148.58349609375
3593,car,68711,63,130.5682373046875
3594,car,68714,63,154.17059326171875
3595,car,68727,56,170.94256591796875
3596,truck,68741,4,97.551513671875
3597,car,68765,63,142.64385986328125
3598,car,68785,71,135.2337646484375
3599,car,68824,42,119.121826171875
3600,truck,68833,29,255.80357360839844
3601,truck,68860,15,185.76133728027344
3602,car,68865,52,144.390625
3603,car,68894,58,167.85752868652344
3604,car,68903,59,161.31764221191406
3605,truck,68912,33,171.76397705078125
