id,type,initial_frame,detection_duration,lenght
3606,truck,68971,1,129.4781494140625
3607,car,68979,58,142.869873046875
3608,car,68982,30,113.497802734375
3609,truck,68999,55,246.61590576171875
3610,truck,69039,3,177.64837646484375
3611,car,69046,59,189.66790771484375
3612,train,69070,10,360.39329528808594
3613,car,69102,45,144.77130126953125
3614,car,69123,59,121.3653564453125
3615,train,69152,15,375.17848205566406
3616,truck,69208,12,255.54339599609375
3617,truck,69247,52,371.9030456542969
3618,truck,69273,28,412.9701843261719
3619,car,69302,57,132.3701171875
3620,car,69349,59,115.50054931640625
3621,train,69369,17,409.80633544921875
3622,train,69406,8,536.0217895507812
3623,truck,69440,9,552.954833984375
3624,train,69453,1,579.8961181640625
3625,car,69469,50,149.284423828125
3626,car,69504,33,127.42486572265625
3627,car,69512,50,191.79718017578125
3628,truck,69525,52,179.00758361816406
3629,truck,69529,13,150.8763427734375
3630,car,69549,10,113.31622314453125
3631,car,69561,49,165.28179931640625
3632,car,69574,49,133.71453857421875
3633,truck,69605,4,170.8729248046875
3634,car,69608,5,133.01446533203125
3635,truck,69614,47,336.3163757324219
3636,car,69620,15,154.1431884765625
3637,car,69643,55,180.79241943359375
3638,car,69654,39,130.258544921875
3639,truck,69661,2,155.5654296875
3640,car,69664,41,203.378662109375
3641,truck,69700,1,157.241455078125
3642,truck,69709,2,152.26824951171875
3643,car,69710,47,145.033935546875
3644,car,69718,50,141.513916015625
3645,truck,69734,6,117.77978515625
3646,car,69737,16,131.1531982421875
3647,car,69765,44,156.68310546875
3648,car,69774,24,64.07470703125
3649,truck,69781,8,218.0462646484375
3650,car,69805,51,135.3485107421875
3651,truck,69883,1,176.6676025390625
3652,truck,69922,6,189.7425537109375
3653,car,69934,54,147.97998046875
3654,car,69953,6,73.263916015625
3655,bus,69959,49,417.36029052734375
3656,car,70002,47,129.29949951171875
3657,car,70050,50,153.797119140625
3658,truck,70077,1,176.6485595703125
3659,truck,70087,8,157.52783203125
3660,car,70096,5,127.25079345703125
3661,car,70141,48,139.752685546875
3662,train,70160,38,411.4025573730469
3663,car,70186,1,66.734619140625
3664,car,70213,26,123.97686767578125
3665,car,70221,46,151.782958984375
3666,truck,70256,21,227.45355224609375
3667,truck,70265,31,170.77098083496094
3668,train,70313,63,471.9891052246094
3669,car,70319,17,109.5452880859375
3670,car,70351,59,144.435791015625
3671,car,70361,4,128.411865234375
3672,truck,70366,36,267.6187744140625
3673,truck,70418,22,410.8553466796875
3674,car,70471,49,182.44371032714844
3675,truck,70476,17,225.9288330078125
3676,car,70477,63,141.951904296875
3677,car,70482,60,125.071044921875
3678,car,70509,54,151.5789794921875
3679,car,70526,54,173.88916015625
3680,car,70535,69,115.61968994140625
3681,car,70558,7,80.65869140625
3682,motorcycle,70583,1,64.1436767578125
3683,motorcycle,70587,1,58.2813720703125
3684,car,70593,61,118.7412109375
3685,motorcycle,70603,5,62.833251953125
3686,train,70648,18,405.02923583984375
3687,truck,70689,5,587.173583984375
3688,train,70698,18,312.8610534667969
3689,bus,70728,44,408.7857666015625
3690,car,70785,60,147.73583984375
3691,car,70788,2,125.4376220703125
3692,train,70811,1,443.9677734375
3693,train,70829,1,393.66943359375
3694,truck,70832,18,125.53076171875
3695,car,70845,58,174.48426818847656
3696,car,70847,11,68.8585205078125
3697,truck,70853,27,254.37030029296875
3698,car,70879,1,98.21270751953125
3699,car,70885,24,92.179931640625
3700,car,70895,64,163.14013671875
3701,car,70900,50,163.72816467285156
3702,car,70934,40,137.0050048828125
3703,motorcycle,70942,1,68.236328125
3704,car,70944,59,176.44854736328125
3705,truck,70965,16,161.34619140625
3706,car,70987,60,132.7841796875
3707,car,70999,24,173.33282470703125
3708,car,71024,58,149.80799865722656
3709,truck,71033,18,209.771728515625
3710,car,71047,62,131.469482421875
3711,car,71057,47,178.32305908203125
3712,car,71081,31,132.9508056640625
3713,truck,71100,58,235.59967041015625
3714,car,71160,52,145.15374755859375
3715,car,71161,41,28.6251220703125
3716,car,71181,19,117.716552734375
3717,car,71185,58,154.5989990234375
3718,motorcycle,71188,28,137.8192138671875
3719,car,71213,55,155.0596923828125
3720,car,71235,45,151.8397216796875
3721,car,71235,4,80.68115234375
3722,car,71246,24,168.6910400390625
3723,train,71290,24,432.1148986816406
3724,car,71322,43,114.9156494140625
3725,car,71332,7,93.25686645507812
3726,car,71334,50,150.4759521484375
3727,car,71382,60,142.54443359375
3728,car,71388,53,137.79022216796875
3729,truck,71396,33,126.13330078125
3730,car,71439,41,181.450439453125
3731,car,71457,57,171.85687255859375
3732,car,71471,18,95.216796875
3733,car,71505,49,156.42535400390625
3734,car,71515,76,130.00946044921875
3735,car,71549,40,144.23724365234375
3736,bus,71585,63,407.4229736328125
3737,truck,71648,32,251.24676513671875
3738,bus,71681,11,136.97802734375
3739,truck,71690,51,362.7755126953125
3740,car,71716,21,93.16485595703125
3741,car,71787,61,184.70501708984375
3742,motorcycle,71787,2,59.943389892578125
3743,truck,71797,30,404.53839111328125
3744,truck,71810,10,421.71893310546875
3745,truck,71853,2,210.185546875
3746,car,71865,29,118.8662109375
3747,car,71914,56,121.64154052734375
3748,truck,71929,15,439.6790771484375
3749,truck,71931,3,312.8294982910156
3750,truck,71957,36,402.436279296875
3751,truck,71959,4,264.84033203125
3752,car,71968,33,124.36492919921875
3753,car,71999,42,149.793701171875
3754,car,72020,39,164.198486328125
3755,truck,72041,1,376.7051086425781
3756,truck,72075,16,316.2708740234375
3757,truck,72090,23,149.755859375
3758,car,72097,60,185.42750549316406
3759,car,72110,27,119.04998779296875
3760,car,72132,63,181.6688232421875
3761,car,72157,40,133.46026611328125
3762,truck,72177,32,222.4227294921875
3763,car,72188,64,156.8358154296875
3764,car,72204,53,127.93328857421875
3765,car,72219,1,77.832763671875
3766,car,72221,61,169.02931213378906
3767,truck,72236,67,386.11553955078125
3768,car,72263,59,192.09490966796875
3769,truck,72304,1,206.806640625
3770,truck,72329,18,181.88232421875
3771,car,72359,65,153.834716796875
3772,car,72402,53,146.31549072265625
3773,truck,72424,19,148.26300048828125
3774,car,72466,27,136.81988525390625
3775,truck,72477,36,431.2825927734375
3776,car,72503,55,137.48150634765625
3777,car,72513,12,89.28125
3778,train,72520,20,408.36248779296875
3779,car,72571,5,78.45797729492188
3780,car,72601,55,138.63787841796875
3781,car,72604,64,123.8392333984375
3782,car,72610,1,81.419921875
3783,car,72627,11,133.099365234375
3784,car,72660,9,170.26416015625
3785,car,72669,64,126.12548828125
3786,car,72676,42,76.32470703125
3787,truck,72712,15,210.684326171875
3788,car,72726,47,63.8670654296875
3789,truck,72743,41,195.60906982421875
3790,car,72760,68,161.1253662109375
3791,car,72789,27,117.62481689453125
3792,truck,72804,24,323.39849853515625
3793,car,72818,42,137.39300537109375
3794,motorcycle,72851,2,70.9119873046875
3795,car,72859,44,126.8612060546875
3796,motorcycle,72871,1,40.90576171875
3797,truck,72902,25,178.7691650390625
3798,car,72913,56,79.509521484375
3799,truck,72983,18,194.6070556640625
3800,truck,72996,50,307.46453857421875
3801,car,73030,13,83.717529296875
3802,car,73048,49,195.95733642578125
3803,car,73060,13,126.119873046875
3804,car,73069,58,135.98651123046875
3805,truck,73081,24,216.21275329589844
3806,car,73107,1,76.89208984375
3807,car,73108,48,141.4202880859375
3808,car,73148,63,121.29168701171875
3809,car,73151,4,92.75830078125
3810,car,73155,57,176.68756103515625
3811,car,73176,2,118.6614990234375
3812,truck,73183,56,383.648193359375
3813,car,73188,57,165.91448974609375
3814,car,73215,1,158.0743408203125
3815,truck,73226,28,144.8385009765625
3816,truck,73264,3,127.77099609375
3817,car,73269,59,168.01744079589844
3818,truck,73276,3,249.99302673339844
3819,train,73289,3,418.4942626953125
3820,truck,73289,15,101.228515625
3821,truck,73292,31,109.4722900390625
3822,train,73316,1,325.2384948730469
3823,truck,73330,6,351.8342590332031
3824,car,73334,36,127.48919677734375
3825,truck,73337,3,256.4132080078125
3826,car,73341,41,137.69232177734375
3827,truck,73388,34,229.00360107421875
3828,motorcycle,73448,1,57.676513671875
3829,train,73450,7,399.9090270996094
3830,truck,73451,1,142.1158447265625
3831,motorcycle,73453,1,54.69189453125
3832,car,73474,1,83.1170654296875
3833,truck,73474,10,378.8831787109375
3834,train,73498,21,322.5667724609375
3835,car,73511,5,150.292724609375
3836,car,73548,56,180.119873046875
3837,car,73579,75,135.7037353515625
3838,car,73603,49,138.72576904296875
3839,truck,73604,30,343.59716796875
3840,car,73609,53,105.9327392578125
3841,car,73613,43,176.816650390625
3842,car,73648,46,171.72557067871094
3843,car,73659,9,127.4803466796875
3844,car,73662,55,156.26002502441406
3845,motorcycle,73690,4,61.648193359375
3846,car,73698,45,134.092041015625
3847,car,73706,48,156.69090270996094
3848,car,73711,21,123.8282470703125
3849,truck,73766,23,398.7051086425781
3850,truck,73775,18,207.84400939941406
3851,train,73776,3,555.5859375
3852,truck,73786,25,605.69091796875
3853,car,73805,7,88.9266357421875
3854,car,73826,57,132.0283203125
3855,car,73836,26,107.36376953125
3856,car,73841,16,99.56591796875
3857,truck,73858,26,218.683349609375
3858,car,73858,8,172.97972106933594
3859,car,73897,57,133.04583740234375
3860,car,73899,4,103.1884765625
3861,car,73921,55,137.4600830078125
3862,car,73945,50,174.925537109375
3863,car,73957,72,141.328857421875
3864,truck,73996,56,263.13714599609375
3865,car,74008,45,190.49066162109375
3866,car,74049,48,114.871337890625
3867,bus,74058,47,295.7565460205078
3868,car,74067,38,163.43011474609375
3869,truck,74088,21,224.54571533203125
3870,car,74089,57,174.15899658203125
3871,car,74094,8,172.75306701660156
3872,car,74110,53,146.4244384765625
3873,car,74122,9,146.5516357421875
3874,truck,74132,2,116.205810546875
3875,car,74150,40,128.873046875
3876,car,74157,7,79.5064697265625
3877,car,74174,1,117.698974609375
3878,car,74188,53,150.2474365234375
3879,truck,74195,4,311.03375244140625
3880,car,74229,33,117.466796875
3881,car,74230,54,167.84942626953125
3882,truck,74239,7,190.6337890625
3883,truck,74241,53,236.9481201171875
3884,car,74264,23,117.33447265625
3885,truck,74290,29,249.18382263183594
3886,car,74326,44,162.78057861328125
3887,car,74329,48,98.7093505859375
3888,car,74335,47,112.943603515625
3889,car,74358,47,151.47776794433594
3890,car,74368,41,180.12596130371094
3891,car,74395,34,149.45550537109375
3892,truck,74420,4,130.14892578125
3893,train,74436,19,498.45916748046875
3894,truck,74454,3,174.25680541992188
3895,car,74487,24,162.53306579589844
3896,car,74516,43,150.5098876953125
3897,train,74519,30,402.22393798828125
3898,car,74537,50,133.9146728515625
3899,car,74604,51,114.8223876953125
3900,car,74679,49,131.49658203125
3901,truck,74684,24,170.45928955078125
3902,motorcycle,74707,5,58.6500244140625
3903,bus,74721,18,403.289306640625
3904,bus,74735,15,494.0330810546875
3905,truck,74761,3,141.360595703125
3906,truck,74782,23,176.88726806640625
3907,truck,74808,12,382.496337890625
3908,car,74846,49,127.9246826171875
3909,car,74847,42,175.36712646484375
3910,bus,74910,11,191.4931640625
3911,car,74934,41,140.67724609375
3912,car,74953,40,176.8692626953125
3913,car,74969,33,130.6517333984375
3914,car,74978,23,170.4853515625
3915,motorcycle,74995,11,77.94970703125
3916,car,75008,18,152.11529541015625
3917,car,75036,37,117.56640625
3918,car,75038,54,138.162353515625
3919,car,75052,47,160.45849609375
3920,car,75091,42,173.4925537109375
3921,truck,75112,36,310.05377197265625
3922,car,75165,37,172.83526611328125
3923,truck,75174,1,142.78656005859375
3924,truck,75192,2,245.695556640625
3925,truck,75197,28,241.595947265625
3926,car,75223,45,166.8472900390625
3927,car,75225,51,120.66522216796875
3928,car,75268,49,149.61492919921875
3929,car,75290,43,167.7244873046875
3930,truck,75294,47,223.49578857421875
3931,car,75307,2,96.5250244140625
3932,bus,75357,7,401.9334716796875
3933,truck,75363,1,331.1719970703125
3934,truck,75377,2,280.844482421875
3935,train,75408,4,415.7745361328125
3936,car,75419,46,139.528564453125
3937,car,75452,56,128.4647216796875
3938,car,75461,43,140.239990234375
3939,car,75494,48,180.4111328125
3940,car,75499,48,124.03466796875
3941,car,75508,50,136.79052734375
3942,car,75594,1,112.101806640625
3943,bus,75602,46,228.3179931640625
3944,car,75609,28,144.10919189453125
3945,car,75631,49,160.589111328125
3946,car,75669,51,118.5816650390625
3947,car,75678,50,172.33624267578125
3948,car,75699,51,157.21685791015625
3949,car,75706,49,114.89208984375
3950,bus,75723,48,173.9798583984375
3951,car,75748,50,130.907470703125
3952,car,75760,33,117.2169189453125
3953,car,75782,50,179.94464111328125
3954,car,75784,45,146.45257568359375
3955,car,75812,2,70.07861328125
3956,car,75834,44,139.127685546875
3957,car,75857,47,162.0440673828125
3958,car,75859,53,133.458984375
3959,motorcycle,75878,1,60.60296630859375
3960,car,75926,39,201.923828125
3961,car,75949,49,122.11669921875
3962,train,75976,12,300.71575927734375
3963,truck,75978,1,188.521240234375
3964,car,76027,7,317.265625
3965,car,76030,49,151.36572265625
3966,car,76042,49,167.17701721191406
3967,car,76075,47,139.7396240234375
3968,truck,76091,13,179.12327575683594
3969,car,76112,1,51.5908203125
3970,truck,76114,42,155.0728759765625
3971,truck,76122,3,149.44580078125
3972,car,76145,35,132.40869140625
3973,car,76183,40,127.3695068359375
3974,truck,76185,2,270.356689453125
3975,car,76200,49,168.67449951171875
3976,car,76204,35,134.2890625
3977,truck,76205,5,231.119873046875
3978,bus,76211,36,136.534912109375
3979,truck,76234,1,146.1719970703125
3980,train,76243,24,422.5169372558594
3981,car,76315,44,151.02630615234375
3982,car,76321,48,183.61724853515625
3983,truck,76329,30,142.1595458984375
3984,car,76343,51,181.41221618652344
3985,car,76360,46,151.5089111328125
3986,car,76383,50,195.44554138183594
3987,train,76412,18,399.194091796875
3988,car,76423,50,159.922607421875
3989,car,76440,28,146.140625
3990,truck,76457,5,283.299072265625
3991,car,76460,50,156.1876220703125
3992,car,76495,29,263.725830078125
3993,truck,76501,2,169.3699951171875
3994,car,76516,45,130.4744873046875
3995,truck,76528,10,114.965087890625
3996,car,76533,16,222.74949645996094
3997,car,76537,52,129.2264404296875
3998,motorcycle,76563,3,62.21038818359375
3999,car,76571,4,130.596435546875
4000,car,76647,29,125.99908447265625
4001,car,76651,48,136.6337890625
4002,truck,76668,37,282.76654052734375
4003,truck,76670,20,207.48876953125
4004,car,76686,53,153.0076904296875
4005,car,76694,22,131.35357666015625
4006,car,76717,47,141.58966064453125
4007,truck,76742,3,236.43157958984375
4008,car,76762,15,70.396240234375
4009,car,76764,10,52.3427734375
4010,motorcycle,76768,1,63.978515625
4011,car,76769,3,80.038330078125
4012,motorcycle,76783,1,55.083740234375
4013,car,76795,46,143.926025390625
4014,car,76815,47,146.4674072265625
4015,car,76839,50,141.51727294921875
4016,car,76866,54,142.1807861328125
4017,car,76879,40,160.62770080566406
4018,car,76889,48,147.94671630859375
4019,car,76921,58,152.34681701660156
4020,car,76972,49,141.261474609375
4021,car,76978,48,97.2384033203125
4022,truck,76990,39,178.46337890625
4023,car,76999,41,160.5587158203125
4024,car,77052,53,135.8179931640625
4025,truck,77056,4,95.2423095703125
4026,truck,77073,48,205.81785583496094
4027,truck,77094,15,128.70941162109375
4028,car,77102,44,147.0684814453125
4029,car,77129,51,121.526123046875
4030,car,77181,47,136.5504150390625
4031,truck,77198,1,171.138671875
4032,truck,77199,32,245.1177978515625
4033,truck,77223,3,237.08831787109375
4034,car,77240,35,111.09075927734375
4035,car,77272,47,155.3839111328125
4036,truck,77293,21,207.542724609375
4037,car,77304,1,65.35205078125
4038,car,77330,44,181.1102294921875
4039,train,77330,1,141.301513671875
4040,truck,77337,2,123.356689453125
4041,truck,77341,1,127.4361572265625
4042,car,77347,1,86.965576171875
4043,train,77372,17,360.9918212890625
4044,car,77413,27,141.709228515625
4045,motorcycle,77418,10,78.453857421875
4046,car,77423,48,149.29942321777344
4047,car,77467,26,170.75782775878906
4048,car,77484,46,116.8067626953125
4049,car,77503,1,101.351806640625
4050,car,77510,8,90.528564453125
4051,truck,77522,12,406.34674072265625
4052,truck,77523,23,430.514404296875
4053,car,77588,50,156.69114685058594
4054,motorcycle,77613,3,64.38671875
4055,car,77631,41,165.39720153808594
4056,truck,77655,21,144.9873046875
4057,car,77657,52,95.71466064453125
4058,truck,77676,39,274.63580322265625
4059,car,77715,1,90.916748046875
4060,car,77725,53,136.66650390625
4061,car,77746,43,171.44384765625
4062,car,77754,21,123.8818359375
4063,truck,77766,35,267.94285583496094
4064,bus,77824,6,404.9737854003906
4065,train,77867,3,420.384521484375
4066,truck,77874,34,265.11988830566406
4067,truck,77906,1,279.8734130859375
4068,car,77927,48,161.4893798828125
4069,car,77934,48,183.1610107421875
4070,car,77937,57,120.01104736328125
4071,car,77956,56,113.082275390625
4072,truck,77970,50,231.41119384765625
4073,car,77981,43,154.73619079589844
4074,car,77983,17,52.8258056640625
